,Lat,Lon,Cls,species_present,Alt
113310,26.626569747924805,-82.21183013916016,Cfa,9602,0.0
113325,29.916677474975582,-81.2984848022461,Cfa,9602,0.0
113340,28.366199493408203,-81.4596176147461,Cfa,9602,28.0
113373,26.44215583801269,-82.05912780761719,Aw,9602,12.0
113378,26.335384368896484,-81.75218963623047,Aw,9602,12.0
113402,30.1557731628418,-84.2123794555664,Cfa,9602,3.0
113405,27.808483123779297,-80.4637680053711,Cfa,9602,8.0
113410,26.085437774658203,-80.47042083740234,Am,9602,6.0
113469,26.155467987060547,-80.2383041381836,Am,9602,8.0
113529,27.438798904418945,-82.6822280883789,Cfa,9602,5.0
113542,25.62779426574707,-80.40750122070312,Am,9602,7.0
113545,25.765012741088867,-80.30171203613281,Am,9602,9.0
113582,28.533281326293945,-81.46897888183594,Cfa,9602,42.0
113628,27.12667655944824,-82.33946990966797,Cfa,9602,10.0
113666,27.35445785522461,-82.54936218261719,Cfa,9602,9.0
113692,25.795595169067383,-80.1859130859375,Am,9602,9.0
113703,25.38308906555176,-80.60559844970703,Aw,9602,5.0
113719,26.97224235534668,-82.37397003173828,Cfa,9602,5.0
113741,25.77375030517578,-80.30917358398438,Am,9602,9.0
116824,27.327789306640625,-82.43375396728516,Cfa,10373,5.0
116854,26.66667366027832,-80.45771789550781,Af,10373,9.0
116873,26.611736297607425,-80.5588607788086,Am,10373,6.0
116910,25.39874267578125,-80.65970611572266,Aw,10373,8.0
116965,30.4111385345459,-87.26036071777344,Cfa,10373,0.0
117084,27.936397552490234,-81.22140502929688,Cfa,10373,25.0
117195,28.06766128540039,-81.92620086669922,Cfa,10373,36.0
117374,30.557737350463867,-83.86691284179688,Cfa,10373,69.0
117391,27.632755279541016,-82.71894836425781,Cfa,10373,0.0
117496,29.262231826782227,-81.99737548828125,Cfa,10373,22.0
117555,30.254112243652344,-85.6477279663086,Cfa,10373,5.0
117613,30.41187286376953,-84.13884735107422,Cfa,10373,31.0
117656,30.273548126220703,-84.3836669921875,Cfa,10373,19.0
117661,27.53633499145508,-82.74324035644531,Cfa,10373,9.0
117998,28.944997787475582,-81.94476318359375,Cfa,10373,24.0
118090,30.33370018005371,-87.14110565185547,Cfa,10373,6.0
118159,29.62551498413086,-82.29754638671875,Cfa,10373,31.0
118217,26.377765655517575,-80.52068328857422,Am,10373,5.0
118239,30.41946601867676,-84.25297546386719,Cfa,10373,53.0
118317,25.02532768249512,-80.49441528320312,Aw,10373,8.0
118422,25.28675079345703,-80.89865112304688,Aw,10373,4.0
118476,26.48881149291992,-81.15181732177734,Aw,10373,13.0
118530,30.66923141479492,-86.62201690673828,Cfa,10373,44.0
124369,28.07497787475586,-82.37598419189453,Cfa,26159,18.0
124373,25.77102470397949,-80.60487365722656,Aw,26159,6.0
124376,28.686115264892575,-81.59889221191406,Cfa,26159,17.0
124382,26.463621139526367,-81.77877044677734,Aw,26159,7.0
124385,31.09780502319336,-81.40655517578125,Cfa,26159,14.0
124386,28.07513427734375,-82.3760757446289,Cfa,26159,15.0
124387,26.328990936279297,-81.64469909667969,Aw,26159,18.0
124390,27.001296997070312,-82.24080657958984,Cfa,26159,0.0
124391,28.68367958068848,-81.59669494628906,Cfa,26159,17.0
124394,25.73094749450684,-80.76673126220703,Aw,26159,6.0
124396,28.073509216308597,-82.37773132324219,Cfa,26159,16.0
124398,25.92726707458496,-81.27424621582031,Aw,26159,6.0
124401,29.617374420166016,-82.33024597167969,Cfa,26159,19.0
124404,28.25916290283203,-81.2765884399414,Cfa,26159,19.0
124405,28.67665672302246,-81.59197998046875,Cfa,26159,18.0
124407,28.229248046875,-80.76067352294922,Cfa,26159,7.0
124411,25.785045623779297,-81.09595489501953,Aw,26159,13.0
124414,25.80573272705078,-81.48870849609375,Aw,26159,0.0
124419,26.486860275268555,-80.16091918945312,Am,26159,11.0
124421,28.94784545898437,-81.33866119384766,Cfa,26159,18.0
124424,26.148178100585938,-80.71454620361328,Am,26159,7.0
124426,28.712215423583984,-81.44313049316406,Cfa,26159,14.0
124427,25.77533721923828,-81.085205078125,Aw,26159,6.0
124430,25.59385871887207,-80.85224914550781,Aw,26159,4.0
124432,25.75739288330078,-80.76644134521484,Aw,26159,6.0
124434,30.009166717529297,-84.56722259521484,Cfa,26159,13.0
124437,28.669208526611328,-81.56869506835938,Cfa,26159,20.0
124442,25.710018157958984,-80.76435089111328,Aw,26159,5.0
124444,28.073383331298828,-82.37816619873047,Cfa,26159,16.0
124445,26.879358291625977,-82.30685424804688,Cfa,26159,7.0
124446,25.94926071166992,-81.50654602050781,Aw,26159,7.0
124449,28.146390914916992,-82.23484802246094,Cfa,26159,26.0
124450,26.43046188354492,-82.08805084228516,Aw,26159,3.0
124451,27.985708236694336,-81.86089324951172,Cfa,26159,32.0
124452,27.98663330078125,-81.86174011230469,Cfa,26159,32.0
124455,28.669382095336918,-81.56588745117188,Cfa,26159,18.0
124456,29.63503837585449,-82.34736633300781,Cfa,26159,24.0
124457,28.07341194152832,-82.37782287597656,Cfa,26159,16.0
124463,25.759700775146484,-80.77184295654297,Aw,26159,5.0
124465,26.809080123901367,-80.1695327758789,Af,26159,14.0
124467,27.32176971435547,-80.33118438720703,Cfa,26159,8.0
124469,28.724489212036133,-81.63390350341797,Cfa,26159,25.0
124470,28.226757049560547,-80.76366424560547,Cfa,26159,5.0
124471,25.80436897277832,-81.44648742675781,Aw,26159,0.0
124473,26.65123176574707,-81.68681335449219,Cfa,26159,8.0
124474,29.61737823486328,-82.32212829589844,Cfa,26159,19.0
124475,25.397066116333008,-80.5748291015625,Aw,26159,6.0
124476,26.768590927124023,-81.91753387451172,Cfa,26159,9.0
124477,28.013744354248047,-80.60125732421875,Cfa,26159,9.0
124479,25.3825740814209,-80.60633087158203,Aw,26159,5.0
124480,25.395458221435547,-80.58280181884766,Aw,26159,5.0
124481,28.78606605529785,-80.64004516601562,Cfa,26159,0.0
124482,28.22686004638672,-80.76371765136719,Cfa,26159,5.0
124483,26.573410034179688,-81.82653045654297,Cfa,26159,5.0
124485,30.01359748840332,-84.59327697753906,Cfa,26159,14.0
124486,27.98739051818848,-81.86531066894531,Cfa,26159,29.0
124489,28.071460723876957,-82.37821197509766,Cfa,26159,16.0
124491,25.857406616210938,-81.0335464477539,Aw,26159,5.0
124494,28.29035186767578,-81.4022445678711,Cfa,26159,23.0
124495,25.93222427368164,-81.44388580322266,Aw,26159,5.0
124496,28.247407913208008,-81.42967987060547,Cfa,26159,22.0
124497,28.073871612548828,-82.37537384033203,Cfa,26159,18.0
124498,28.50965881347656,-81.07060241699219,Cfa,26159,23.0
124499,26.56022071838379,-81.84005737304688,Cfa,26159,10.0
124500,28.575838088989254,-80.99767303466797,Cfa,26159,5.0
124501,25.28205299377441,-80.80014038085938,Aw,26159,6.0
124502,28.669145584106445,-81.57227325439453,Cfa,26159,21.0
124505,27.19705009460449,-82.48204040527344,Cfa,26159,7.0
124506,28.68275260925293,-81.60234832763672,Cfa,26159,16.0
124508,29.61737823486328,-82.32212829589844,Cfa,26159,19.0
124512,26.493711471557617,-80.21768951416016,Am,26159,6.0
124513,26.47860145568848,-80.14314270019531,Am,26159,9.0
124515,25.28699111938477,-80.7400131225586,Aw,26159,4.0
124518,26.497478485107425,-80.22200775146484,Am,26159,6.0
124520,28.073984146118164,-82.37664031982422,Cfa,26159,18.0
124521,26.391254425048828,-81.87114715576172,Aw,26159,5.0
124526,26.345600128173828,-81.6383056640625,Aw,26159,9.0
124527,28.24220848083496,-81.3759994506836,Cfa,26159,16.0
124528,26.147127151489254,-80.67782592773438,Am,26159,8.0
124531,27.730789184570312,-82.6532974243164,Cfa,26159,11.0
124532,27.989381790161133,-82.216064453125,Cfa,26159,33.0
124533,28.67329788208008,-81.5918960571289,Cfa,26159,15.0
124534,25.836862564086918,-81.03250122070312,Aw,26159,6.0
124536,28.4992618560791,-80.90945434570312,Cfa,26159,3.0
124538,30.654430389404297,-83.23458862304688,Cfa,26159,42.0
124539,28.57172203063965,-80.99862670898438,Cfa,26159,10.0
124541,28.680561065673828,-81.12366485595703,Cfa,26159,12.0
124542,30.6586971282959,-81.4417953491211,Cfa,26159,12.0
124543,26.922874450683597,-82.30674743652344,Cfa,26159,7.0
124544,25.38201904296875,-80.60643768310547,Aw,26159,5.0
124545,28.577760696411133,-80.99668884277344,Cfa,26159,4.0
124547,28.617387771606445,-82.55230712890625,Cfa,26159,14.0
124548,28.08384704589844,-81.30401611328125,Cfa,26159,23.0
124550,25.38341522216797,-80.60600280761719,Aw,26159,5.0
124551,25.7569522857666,-80.76535034179688,Aw,26159,6.0
124552,29.65763664245605,-82.35333251953125,Cfa,26159,31.0
124553,28.65764045715332,-80.75700378417969,Cfa,26159,2.0
124556,26.34926986694336,-80.29790496826172,Am,26159,7.0
124558,25.868825912475582,-81.1036376953125,Aw,26159,4.0
124559,25.38207626342773,-80.60888671875,Aw,26159,7.0
124561,27.767601013183597,-82.64028930664062,Cfa,26159,17.0
124566,29.106836318969727,-81.3744888305664,Cfa,26159,5.0
124567,28.075075149536133,-82.37596893310547,Cfa,26159,15.0
124569,29.04591941833496,-82.45176696777344,Cfa,26159,17.0
124574,29.60634994506836,-82.29869079589844,Cfa,26159,26.0
124576,26.33174705505371,-81.624755859375,Aw,26159,10.0
124584,28.57098197937012,-80.9980239868164,Cfa,26159,10.0
124586,25.88056182861328,-81.34182739257812,Aw,26159,6.0
124587,26.575950622558597,-81.82268524169922,Cfa,26159,15.0
124589,30.323427200317383,-83.98759460449219,Cfa,26159,29.0
124590,30.796104431152344,-81.45199584960938,Cfa,26159,0.0
124591,25.749141693115234,-80.7665023803711,Aw,26159,6.0
124592,27.923437118530277,-82.16403198242188,Cfa,26159,24.0
124593,29.21532440185547,-82.04872131347656,Cfa,26159,20.0
124594,28.509180068969727,-81.0737075805664,Cfa,26159,28.0
124595,27.26426696777344,-82.28804016113281,Cfa,26159,12.0
124596,29.10684585571289,-81.38367462158203,Cfa,26159,3.0
124598,27.97119140625,-81.88385009765625,Cfa,26159,45.0
124599,28.348995208740234,-81.50556182861328,Cfa,26159,33.0
124600,29.20433807373047,-82.02509307861328,Cfa,26159,22.0
124601,28.07330703735352,-82.37808227539062,Cfa,26159,16.0
124602,25.38207054138184,-80.60747528076172,Aw,26159,5.0
124605,25.38277053833008,-80.60560607910156,Aw,26159,5.0
124607,25.2866153717041,-80.89865112304688,Aw,26159,4.0
124609,29.19502067565918,-81.56407165527344,Cfa,26159,10.0
124610,28.07370376586914,-82.37725067138672,Cfa,26159,16.0
124611,29.618690490722656,-82.32067108154297,Cfa,26159,19.0
124612,28.909555435180664,-82.65319061279297,Cfa,26159,4.0
124615,25.2866153717041,-80.89865112304688,Aw,26159,4.0
124617,28.22972297668457,-80.71416473388672,Cfa,26159,11.0
124618,27.47270965576172,-81.55487823486328,Cfa,26159,39.0
124619,28.07345199584961,-82.37760162353516,Cfa,26159,16.0
124628,28.074922561645508,-82.37615966796875,Cfa,26159,18.0
124633,31.053611755371094,-81.41504669189453,Cfa,26159,8.0
124638,25.74477767944336,-80.76655578613281,Aw,26159,5.0
124639,29.08572006225586,-81.57305908203125,Cfa,26159,16.0
124641,28.668954849243164,-81.5817642211914,Cfa,26159,19.0
124642,25.751264572143555,-80.76659393310547,Aw,26159,5.0
124643,29.61492156982422,-82.32263946533203,Cfa,26159,19.0
124647,30.002832412719727,-84.5602798461914,Cfa,26159,11.0
124648,28.580760955810547,-80.99884033203125,Cfa,26159,8.0
124650,25.38382911682129,-80.60232543945312,Aw,26159,5.0
124651,26.92593765258789,-82.27963256835938,Cfa,26159,6.0
124655,24.70584487915039,-81.3807601928711,Aw,26159,5.0
124656,26.49441909790039,-80.21305847167969,Am,26159,8.0
124658,28.680679321289062,-80.75153350830078,Cfa,26159,3.0
124662,27.76792907714844,-82.64028930664062,Cfa,26159,17.0
124664,28.07363510131836,-82.377197265625,Cfa,26159,16.0
124666,28.07391166687012,-82.37743377685547,Cfa,26159,16.0
124669,28.074542999267575,-82.37616729736328,Cfa,26159,18.0
124670,25.78384780883789,-81.09848022460938,Aw,26159,8.0
124671,28.076000213623047,-82.375,Cfa,26159,17.0
124672,29.62964630126953,-82.33366394042969,Cfa,26159,24.0
124673,25.83401298522949,-81.09947967529297,Aw,26159,4.0
124676,28.570947647094727,-80.99797821044922,Cfa,26159,10.0
124677,25.382614135742188,-80.60638427734375,Aw,26159,5.0
124678,29.636154174804688,-82.36894989013672,Cfa,26159,23.0
124679,25.858888626098636,-81.03388977050781,Aw,26159,3.0
124680,28.81894302368164,-81.24039459228516,Cfa,26159,-3.0
124683,28.580371856689453,-80.99652862548828,Cfa,26159,6.0
124684,26.23221206665039,-80.46096801757812,Am,26159,8.0
124688,29.61491584777832,-82.3235855102539,Cfa,26159,19.0
124689,26.42971611022949,-82.08407592773438,Aw,26159,2.0
124690,28.57611846923828,-80.99322509765625,Cfa,26159,6.0
124691,28.07485580444336,-82.3759994506836,Cfa,26159,18.0
124692,30.697982788085938,-81.44500732421875,Cfa,26159,13.0
124694,27.727584838867188,-82.65047454833984,Cfa,26159,9.0
124695,30.1511287689209,-84.14666748046875,Cfa,26159,13.0
124697,25.877086639404297,-81.32430267333984,Aw,26159,4.0
124698,27.831567764282227,-81.55716705322266,Cfa,26159,33.0
124700,26.45876121520996,-82.15279388427734,Aw,26159,8.0
124701,29.6210880279541,-82.32378387451172,Cfa,26159,21.0
124702,28.073707580566406,-82.37710571289062,Cfa,26159,16.0
124704,28.56908416748047,-81.00826263427734,Cfa,26159,10.0
124706,27.135242462158203,-82.34474182128906,Cfa,26159,12.0
124709,26.31686210632324,-81.62357330322266,Aw,26159,12.0
124714,28.007301330566406,-81.66813659667969,Cfa,26159,40.0
124715,26.37586212158203,-81.60897064208984,Aw,26159,11.0
124716,25.76020812988281,-80.56129455566406,Aw,26159,6.0
124718,26.47800064086914,-80.14191436767578,Am,26159,9.0
124719,28.707319259643555,-81.26863861083984,Cfa,26159,19.0
124730,26.498268127441406,-80.21410369873047,Am,26159,18.0
124732,30.663726806640625,-81.44108581542969,Cfa,26159,-2.0
124736,25.8873291015625,-81.51250457763672,Aw,26159,4.0
124737,27.58205223083496,-81.03406524658203,Cfa,26159,22.0
124739,25.38205909729004,-80.6070785522461,Aw,26159,5.0
124744,25.75885391235352,-80.76651000976562,Aw,26159,5.0
124745,26.898080825805664,-82.32090759277344,Cfa,26159,12.0
124751,27.24576187133789,-82.3072738647461,Cfa,26159,7.0
124753,27.99663734436035,-81.8652572631836,Cfa,26159,38.0
124754,25.382177352905277,-80.60694885253906,Aw,26159,5.0
124756,26.458215713500977,-82.1251220703125,Aw,26159,3.0
124758,25.70294189453125,-80.48100280761719,Am,26159,7.0
124759,30.45535087585449,-84.51258850097656,Cfa,26159,41.0
124762,29.749000549316406,-82.19999694824219,Cfa,26159,43.0
124764,28.079349517822266,-82.29474639892578,Cfa,26159,29.0
124765,29.643329620361328,-82.36239624023438,Cfa,26159,24.0
124767,25.902963638305664,-81.37602996826172,Aw,26159,6.0
124768,25.383079528808597,-80.60999298095703,Aw,26159,7.0
124769,24.70558357238769,-81.38042449951172,Aw,26159,5.0
124770,26.22204971313477,-81.812744140625,Aw,26159,12.0
124774,30.457979202270508,-84.5271987915039,Cfa,26159,23.0
124775,26.443397521972656,-82.11151123046875,Aw,26159,3.0
124779,25.38204574584961,-80.60599517822266,Aw,26159,5.0
124784,25.729440689086918,-80.76663970947266,Aw,26159,5.0
124785,28.43214607238769,-80.71304321289062,Cfa,26159,5.0
124786,25.38839340209961,-80.84646606445312,Aw,26159,5.0
124788,27.987957000732425,-81.86600494384766,Cfa,26159,29.0
124789,26.46432113647461,-81.77339172363281,Aw,26159,10.0
124790,28.076793670654297,-81.32160949707031,Cfa,26159,11.0
124795,25.85709381103516,-81.03378295898438,Aw,26159,5.0
124796,30.32242584228516,-83.9871826171875,Cfa,26159,16.0
124797,30.742116928100582,-82.10511779785156,Cfa,26159,37.0
124798,25.382104873657227,-80.60604095458984,Aw,26159,5.0
124803,25.71211624145508,-80.37828826904297,Am,26159,8.0
124805,25.74513435363769,-80.76656341552734,Aw,26159,5.0
124811,29.03609085083008,-81.41021728515625,Cfa,26159,9.0
124812,28.67616081237793,-80.76251983642578,Cfa,26159,2.0
124813,27.729541778564453,-82.65122985839844,Cfa,26159,0.0
124814,31.098148345947266,-81.40666961669922,Cfa,26159,19.0
124817,27.986068725585938,-81.8607406616211,Cfa,26159,32.0
124818,31.103858947753903,-81.406494140625,Cfa,26159,1.0
124820,28.58098030090332,-80.99818420410156,Cfa,26159,8.0
124821,28.22002220153809,-81.36714172363281,Cfa,26159,18.0
124824,25.382644653320312,-80.60684204101562,Aw,26159,5.0
124826,28.088600158691406,-82.70145416259766,Cfa,26159,12.0
124828,25.74464988708496,-80.76647186279297,Aw,26159,5.0
124829,28.36753273010254,-81.41690826416016,Cfa,26159,31.0
124830,28.678361892700195,-80.7733154296875,Cfa,26159,2.0
124835,28.6823673248291,-80.68956756591797,Cfa,26159,0.0
124836,28.075082778930664,-82.37599182128906,Cfa,26159,15.0
124840,29.61869239807129,-82.32073974609375,Cfa,26159,19.0
124846,29.523223876953125,-82.22235107421875,Cfa,26159,20.0
124847,25.537879943847656,-80.32637786865234,Am,26159,9.0
124849,27.21428871154785,-82.46158599853516,Cfa,26159,8.0
124850,25.980100631713867,-81.37484741210938,Aw,26159,8.0
124852,25.382234573364254,-80.60505676269531,Aw,26159,5.0
124853,28.462093353271484,-81.74810028076172,Cfa,26159,38.0
124856,25.656063079833984,-80.7665023803711,Aw,26159,5.0
124859,28.458520889282227,-81.43778228759766,Cfa,26159,31.0
124862,28.569917678833008,-80.9922866821289,Cfa,26159,15.0
124863,30.11990547180176,-81.41716003417969,Cfa,26159,15.0
124864,28.226781845092773,-80.763671875,Cfa,26159,5.0
124868,27.826120376586918,-81.59683990478516,Cfa,26159,42.0
124869,28.073871612548828,-82.37537384033203,Cfa,26159,18.0
124870,28.316450119018555,-80.72698211669922,Cfa,26159,10.0
124871,25.38200187683105,-80.60889434814453,Aw,26159,7.0
124873,24.669864654541016,-81.35396575927734,Aw,26159,3.0
124876,25.745525360107425,-80.5549545288086,Aw,26159,5.0
124878,25.38258552551269,-80.60611724853516,Aw,26159,5.0
124879,30.01994514465332,-84.42304229736328,Cfa,26159,7.0
124881,30.225584030151367,-84.2742691040039,Cfa,26159,14.0
124882,28.655820846557617,-80.76343536376953,Cfa,26159,1.0
124883,28.073728561401367,-82.37712097167969,Cfa,26159,16.0
124885,26.866554260253903,-81.71928405761719,Cfa,26159,20.0
124889,28.432544708251957,-80.71308135986328,Cfa,26159,5.0
124890,29.619007110595703,-82.32599639892578,Cfa,26159,21.0
124892,30.092891693115234,-84.154052734375,Cfa,26159,1.0
124893,29.686603546142575,-82.43030548095703,Cfa,26159,36.0
124894,30.314197540283203,-83.98635864257812,Cfa,26159,13.0
124895,25.69834327697754,-80.88766479492188,Aw,26159,5.0
124896,26.804800033569336,-81.9576187133789,Cfa,26159,11.0
124898,28.073383331298828,-82.37754821777344,Cfa,26159,16.0
124900,28.7949275970459,-81.64384460449219,Cfa,26159,20.0
124901,26.31559944152832,-81.617919921875,Aw,26159,7.0
124902,28.316110610961918,-81.53888702392578,Cfa,26159,22.0
124903,25.754732131958008,-80.76644897460938,Aw,26159,5.0
124906,29.583580017089844,-82.33316040039062,Cfa,26159,18.0
124907,25.73553276062012,-80.64779663085938,Aw,26159,4.0
124910,28.073509216308597,-82.3777084350586,Cfa,26159,16.0
124911,27.85333633422852,-82.25921630859375,Cfa,26159,23.0
124919,28.0756893157959,-82.37525177001953,Cfa,26159,15.0
124920,25.37108039855957,-80.95349884033203,Aw,26159,3.0
124921,28.072826385498047,-82.3780746459961,Cfa,26159,16.0
124924,29.61506462097168,-82.32450103759766,Cfa,26159,19.0
124926,28.073457717895508,-82.37767028808594,Cfa,26159,16.0
124928,27.262672424316406,-81.86791229248047,Cfa,26159,11.0
124933,25.76017570495605,-81.0546646118164,Aw,26159,5.0
124935,26.37452507019043,-81.60714721679688,Aw,26159,14.0
124936,27.98785781860352,-81.86600494384766,Cfa,26159,29.0
124938,27.99454689025879,-81.86532592773438,Cfa,26159,41.0
124940,28.076780319213867,-82.30674743652344,Cfa,26159,31.0
124941,28.73131561279297,-81.75226593017578,Cfa,26159,18.0
124944,28.086292266845703,-82.31061553955078,Cfa,26159,34.0
124946,28.70488166809082,-81.67691040039062,Cfa,26159,25.0
124950,24.78764533996582,-81.3905029296875,Aw,26159,0.0
124951,30.04386138916016,-85.0132064819336,Cfa,26159,15.0
124954,25.857118606567383,-81.03404235839844,Aw,26159,5.0
124955,27.23432922363281,-82.49134826660156,Cfa,26159,8.0
124961,30.077787399291992,-84.17779541015625,Cfa,26159,2.0
124962,28.07352638244629,-82.37026977539062,Cfa,26159,23.0
124963,30.040023803710938,-84.12545013427734,Cfa,26159,0.0
124966,29.61972045898437,-82.32966613769531,Cfa,26159,21.0
124967,25.757856369018555,-80.76617431640625,Aw,26159,6.0
124968,27.98614883422852,-81.85070037841797,Cfa,26159,34.0
124969,29.108003616333008,-81.357421875,Cfa,26159,20.0
124970,25.383180618286133,-80.60737609863281,Aw,26159,5.0
124971,29.614200592041016,-82.3147201538086,Cfa,26159,20.0
124972,25.833162307739254,-80.84744262695312,Aw,26159,6.0
124973,28.07139205932617,-82.37835693359375,Cfa,26159,16.0
124974,27.984865188598636,-81.85991668701172,Cfa,26159,32.0
124976,29.647523880004883,-82.33970642089844,Cfa,26159,31.0
124977,25.857101440429688,-81.03430938720703,Aw,26159,5.0
124980,28.569316864013672,-80.99592590332031,Cfa,26159,7.0
124981,27.526185989379883,-80.36457824707031,Cfa,26159,7.0
124984,29.62103080749512,-82.32373046875,Cfa,26159,21.0
124987,29.647375106811523,-82.3446273803711,Cfa,26159,30.0
124988,25.85738945007324,-81.0335464477539,Aw,26159,5.0
124989,26.4594783782959,-81.76631927490234,Aw,26159,11.0
124990,26.159564971923828,-81.26274871826172,Aw,26159,13.0
124991,28.07727432250977,-82.37362670898438,Cfa,26159,25.0
124993,29.520336151123047,-82.29328918457031,Cfa,26159,28.0
124994,25.382125854492188,-80.60750579833984,Aw,26159,5.0
124995,28.58975601196289,-80.65241241455078,Cfa,26159,4.0
124997,28.68120574951172,-80.75740051269531,Cfa,26159,3.0
125001,28.672786712646484,-81.60353088378906,Cfa,26159,17.0
125002,29.64408493041992,-82.36150360107422,Cfa,26159,25.0
125003,28.07789421081543,-82.30160522460938,Cfa,26159,24.0
125005,28.07212448120117,-82.37769317626953,Cfa,26159,16.0
125007,30.324722290039062,-83.98722076416016,Cfa,26159,13.0
125008,28.576356887817383,-80.9968032836914,Cfa,26159,5.0
125009,28.28450584411621,-81.39363861083984,Cfa,26159,15.0
125010,28.073488235473636,-82.37776184082031,Cfa,26159,16.0
125012,25.382232666015625,-80.60933685302734,Aw,26159,7.0
125015,29.64257431030273,-85.14531707763672,Cfa,26159,-2.0
125018,28.28885078430176,-81.40638732910156,Cfa,26159,21.0
125019,30.09603881835937,-84.160400390625,Cfa,26159,9.0
125020,28.656965255737305,-80.7636489868164,Cfa,26159,0.0
125021,28.640121459960938,-81.30830383300781,Cfa,26159,19.0
125025,29.641019821166992,-82.34943389892578,Cfa,26159,26.0
125028,29.6190128326416,-82.32303619384766,Cfa,26159,20.0
125030,30.726791381835938,-82.1788558959961,Cfa,26159,36.0
125034,28.226682662963867,-80.76200103759766,Cfa,26159,8.0
125035,26.486238479614254,-80.16171264648438,Am,26159,11.0
125038,30.45452880859375,-86.65337371826172,Cfa,26159,16.0
125040,28.669170379638672,-81.56385040283203,Cfa,26159,19.0
125041,28.6691951751709,-81.5628662109375,Cfa,26159,19.0
125044,28.201114654541016,-81.47160339355469,Cfa,26159,25.0
125049,28.610258102416992,-80.72852325439453,Cfa,26159,1.0
125050,28.10401725769043,-82.3885726928711,Cfa,26159,18.0
125055,28.08384704589844,-81.30401611328125,Cfa,26159,23.0
125059,28.52614402770996,-80.6925277709961,Cfa,26159,3.0
125060,30.205501556396484,-84.0718002319336,Cfa,26159,10.0
125062,26.223220825195312,-81.81229400634766,Aw,26159,7.0
125063,28.675033569335938,-80.7663345336914,Cfa,26159,1.0
125065,25.735088348388672,-80.64205169677734,Aw,26159,2.0
125067,26.97224235534668,-82.37397003173828,Cfa,26159,5.0
125068,28.49151611328125,-81.44618225097656,Cfa,26159,33.0
125069,28.15894317626953,-82.63922882080078,Cfa,26159,8.0
125070,29.605602264404297,-82.30082702636719,Cfa,26159,23.0
125071,27.83481216430664,-80.7079849243164,Cfa,26159,10.0
125072,28.345468521118164,-80.75115203857422,Cfa,26159,13.0
125073,29.643245697021484,-82.36302185058594,Cfa,26159,24.0
125074,28.61613273620605,-81.34758758544922,Cfa,26159,24.0
125078,26.44847869873047,-82.11617279052734,Aw,26159,1.0
125080,29.60524177551269,-82.30207824707031,Cfa,26159,23.0
125081,28.07573699951172,-82.37578582763672,Cfa,26159,15.0
125084,30.75845718383789,-81.7646713256836,Cfa,26159,15.0
125085,24.705615997314453,-81.38044738769531,Aw,26159,5.0
125087,25.710018157958984,-80.76435089111328,Aw,26159,5.0
125091,28.820890426635746,-81.18444061279297,Cfa,26159,6.0
125094,25.757909774780277,-80.6736831665039,Aw,26159,6.0
125096,26.312000274658203,-81.63375091552734,Aw,26159,9.0
125097,28.075008392333984,-82.37599182128906,Cfa,26159,15.0
125098,28.07334518432617,-82.3781967163086,Cfa,26159,16.0
125099,29.66849708557129,-82.2381362915039,Cfa,26159,22.0
125100,30.098615646362305,-84.16354370117188,Cfa,26159,1.0
125102,24.70584487915039,-81.3807601928711,Aw,26159,5.0
125103,30.23533058166504,-84.30122375488281,Cfa,26159,20.0
125105,28.1506290435791,-82.22960662841797,Cfa,26159,31.0
125107,27.983741760253903,-81.8570785522461,Cfa,26159,31.0
125110,27.782520294189453,-80.46517944335938,Cfa,26159,11.0
125112,26.498262405395508,-80.21307373046875,Am,26159,18.0
125114,29.57451057434082,-82.27957916259766,Cfa,26159,18.0
125116,28.075075149536133,-82.37599182128906,Cfa,26159,15.0
125118,28.069618225097656,-82.37701416015625,Cfa,26159,19.0
125119,28.15870475769043,-82.6388931274414,Cfa,26159,8.0
125120,28.668703079223636,-81.59374237060547,Cfa,26159,19.0
125123,29.6174259185791,-82.32592010498047,Cfa,26159,19.0
125124,26.85946273803711,-81.716552734375,Cfa,26159,13.0
125127,25.382244110107425,-80.60617065429688,Aw,26159,5.0
125128,27.47314071655273,-81.53540802001953,Cfa,26159,37.0
125130,28.04403114318848,-81.03953552246094,Cfa,26159,24.0
125131,26.355791091918945,-80.2995834350586,Am,26159,9.0
125139,27.99451065063477,-81.86531829833984,Cfa,26159,41.0
125140,28.073871612548828,-82.37537384033203,Cfa,26159,18.0
125142,27.65143394470215,-82.11520385742188,Cfa,26159,40.0
125143,25.75978279113769,-80.76643371582031,Aw,26159,5.0
125146,29.520248413085938,-82.29335021972656,Cfa,26159,28.0
125147,29.216455459594727,-82.05697631835938,Cfa,26159,28.0
125148,28.089445114135746,-82.42716217041016,Cfa,26159,23.0
125150,28.56934356689453,-80.99662780761719,Cfa,26159,7.0
125151,28.073806762695312,-82.37686157226562,Cfa,26159,18.0
125155,25.8670597076416,-81.14970397949219,Aw,26159,7.0
125157,28.073150634765625,-82.37821197509766,Cfa,26159,16.0
125166,30.129638671875,-84.14588928222656,Cfa,26159,1.0
125169,27.98544311523437,-81.86089324951172,Cfa,26159,32.0
125174,28.66284942626953,-80.77213287353516,Cfa,26159,1.0
125176,28.670202255249023,-80.77320861816406,Cfa,26159,3.0
125177,25.746545791625977,-80.94740295410156,Aw,26159,10.0
